|6.6.6
PYR_1.tab                                                                                           
           2
T(K)    
   773.00000000000000     
   27.559055118110237     
         128
P(bar)  
   1.0000000000000000     
   10708.653543307086     
         128
          14
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  1186.39        460473.        4683.85       0.183140E-004  0.266640E-006  0.388352E+007  0.201649E+007   9.10565        11.8455        6.56140        1852.86      -0.143394E+007   1177.64        2.13502     
  1213.94        460473.        4681.59       0.183783E-004  0.267114E-006  0.387959E+007  0.201238E+007   9.10324        11.8399        6.55629        1880.80      -0.140040E+007   1180.54        2.13605     
  1241.50        460473.        4679.32       0.184409E-004  0.267592E-006  0.387564E+007  0.200825E+007   9.10082        11.8342        6.55115        1908.20      -0.136677E+007   1183.31        2.13708     
  1269.06        460473.        4677.04       0.185020E-004  0.268071E-006  0.387169E+007  0.200411E+007   9.09839        11.8285        6.54599        1935.07      -0.133303E+007   1185.97        2.13812     
  1296.62        460473.        4674.76       0.185618E-004  0.268554E-006  0.386772E+007  0.199998E+007   9.09594        11.8228        6.54083        1961.45      -0.129920E+007   1188.52        2.13917     
  1324.18        460473.        4672.48       0.186202E-004  0.269038E-006  0.386375E+007  0.199583E+007   9.09350        11.8171        6.53564        1987.34      -0.126527E+007   1190.99        2.14021     
  1351.74        460473.        4670.19       0.186776E-004  0.269526E-006  0.385977E+007  0.199167E+007   9.09104        11.8114        6.53042        2012.75      -0.123127E+007   1193.37        2.14126     
  1379.30        460473.        4667.87       0.187334E-004  0.270015E-006  0.385577E+007  0.198742E+007   9.08859        11.8056        6.52507        2037.59      -0.119735E+007   1195.67        2.14232     
  1406.86        460473.        4665.45       0.187863E-004  0.270507E-006  0.385168E+007  0.198275E+007   9.08612        11.7993        6.51910        2061.41      -0.116418E+007   1197.88        2.14344     
  1434.42        460473.        4663.01       0.188381E-004  0.271002E-006  0.384757E+007  0.197807E+007   9.08364        11.7929        6.51309        2084.81      -0.113093E+007   1200.03        2.14456     
  1461.98        460473.        4660.58       0.188892E-004  0.271500E-006  0.384345E+007  0.197337E+007   9.08114        11.7866        6.50706        2107.82      -0.109761E+007   1202.12        2.14568     
  1489.54        460473.        4658.13       0.189394E-004  0.272000E-006  0.383931E+007  0.196866E+007   9.07864        11.7802        6.50099        2130.45      -0.106422E+007   1204.15        2.14680     
  1517.09        460473.        4655.68       0.189889E-004  0.272503E-006  0.383517E+007  0.196393E+007   9.07613        11.7737        6.49489        2152.70      -0.103076E+007   1206.12        2.14793     
  1544.65        460473.        4653.23       0.190377E-004  0.273008E-006  0.383102E+007  0.195919E+007   9.07360        11.7673        6.48875        2174.61       -997233.        1208.05        2.14907     
  1572.21        460473.        4650.77       0.190860E-004  0.273516E-006  0.382685E+007  0.195443E+007   9.07106        11.7608        6.48258        2196.16       -963637.        1209.93        2.15020     
  1599.77        460473.        4648.30       0.191336E-004  0.274027E-006  0.382267E+007  0.194966E+007   9.06851        11.7543        6.47638        2217.39       -929975.        1211.77        2.15134     
  1627.33        460473.        4645.83       0.191808E-004  0.274541E-006  0.381848E+007  0.194488E+007   9.06595        11.7477        6.47015        2238.29       -896244.        1213.58        2.15249     
  1654.89        460473.        4643.36       0.192275E-004  0.275058E-006  0.381428E+007  0.194008E+007   9.06338        11.7411        6.46389        2258.89       -862451.        1215.34        2.15363     
  1682.45        460473.        4640.88       0.192737E-004  0.275577E-006  0.381007E+007  0.193527E+007   9.06080        11.7345        6.45759        2279.18       -828594.        1217.07        2.15479     
  1710.01        460473.        4638.40       0.193196E-004  0.276099E-006  0.380585E+007  0.193044E+007   9.05820        11.7279        6.45126        2299.17       -794677.        1218.77        2.15594     
  1737.57        460473.        4635.91       0.193651E-004  0.276623E-006  0.380162E+007  0.192560E+007   9.05560        11.7212        6.44490        2318.89       -760695.        1220.44        2.15710     
  1765.13        460473.        4633.41       0.194102E-004  0.277151E-006  0.379738E+007  0.192075E+007   9.05298        11.7145        6.43850        2338.32       -726654.        1222.09        2.15826     
  1792.69        460473.        4630.91       0.194550E-004  0.277681E-006  0.379314E+007  0.191588E+007   9.05036        11.7077        6.43207        2357.49       -692552.        1223.71        2.15942     
  1820.24        460473.        4628.41       0.194996E-004  0.278214E-006  0.378888E+007  0.191101E+007   9.04772        11.7010        6.42562        2376.40       -658402.        1225.30        2.16059     
  1847.80        460473.        4625.90       0.195439E-004  0.278750E-006  0.378461E+007  0.190612E+007   9.04507        11.6942        6.41914        2395.05       -624191.        1226.87        2.16176     
  1875.36        460473.        4623.39       0.195880E-004  0.279288E-006  0.378033E+007  0.190121E+007   9.04242        11.6874        6.41262        2413.46       -589925.        1228.43        2.16294     
  1902.92        460473.        4620.87       0.196319E-004  0.279829E-006  0.377605E+007  0.189630E+007   9.03975        11.6805        6.40607        2431.63       -555608.        1229.96        2.16411     
  1930.48        460473.        4618.35       0.196756E-004  0.280374E-006  0.377175E+007  0.189138E+007   9.03708        11.6736        6.39949        2449.56       -521241.        1231.48        2.16530     
  1958.04        460473.        4615.83       0.197191E-004  0.280920E-006  0.376746E+007  0.188644E+007   9.03440        11.6667        6.39288        2467.26       -486826.        1232.98        2.16648     
  1985.60        460473.        4613.30       0.197626E-004  0.281470E-006  0.376315E+007  0.188149E+007   9.03171        11.6598        6.38625        2484.74       -452362.        1234.47        2.16767     
  2013.16        460473.        4610.76       0.198059E-004  0.282022E-006  0.375883E+007  0.187654E+007   9.02901        11.6528        6.37959        2501.99       -417856.        1235.94        2.16886     
  2040.72        460473.        4608.22       0.198491E-004  0.282578E-006  0.375451E+007  0.187158E+007   9.02630        11.6459        6.37290        2519.04       -383304.        1237.40        2.17006     
  2068.28        460473.        4605.68       0.198921E-004  0.283136E-006  0.375018E+007  0.186660E+007   9.02359        11.6388        6.36617        2535.88       -348701.        1238.85        2.17126     
  2095.83        460473.        4603.13       0.199352E-004  0.283696E-006  0.374584E+007  0.186161E+007   9.02087        11.6318        6.35942        2552.52       -314060.        1240.29        2.17246     
  2123.39        460473.        4600.57       0.199781E-004  0.284260E-006  0.374150E+007  0.185661E+007   9.01814        11.6248        6.35265        2568.96       -279384.        1241.71        2.17366     
  2150.95        460473.        4598.02       0.200210E-004  0.284825E-006  0.373717E+007  0.185160E+007   9.01543        11.6177        6.34583        2585.21       -244656.        1243.13        2.17487     
  2178.51        460473.        4595.45       0.200640E-004  0.285396E-006  0.373280E+007  0.184660E+007   9.01266        11.6106        6.33902        2601.26       -209909.        1244.54        2.17609     
  2206.07        460473.        4592.88       0.201068E-004  0.285967E-006  0.372844E+007  0.184158E+007   9.00992        11.6035        6.33217        2617.13       -175116.        1245.94        2.17730     
  2233.63        460473.        4590.31       0.201497E-004  0.286542E-006  0.372408E+007  0.183655E+007   9.00717        11.5963        6.32530        2632.82       -140293.        1247.33        2.17852     
  2261.19        460473.        4587.73       0.201926E-004  0.287120E-006  0.371971E+007  0.183152E+007   9.00441        11.5892        6.31839        2648.33       -105430.        1248.72        2.17975     
  2288.75        460473.        4585.15       0.202355E-004  0.287700E-006  0.371533E+007  0.182647E+007   9.00165        11.5820        6.31146        2663.67       -70527.9        1250.10        2.18097     
  2316.31        460473.        4582.57       0.202784E-004  0.288284E-006  0.371095E+007  0.182142E+007   8.99888        11.5748        6.30451        2678.84       -35598.5        1251.47        2.18221     
  2343.87        460473.        4579.97       0.203214E-004  0.288870E-006  0.370657E+007  0.181637E+007   8.99611        11.5676        6.29753        2693.85       -636.314        1252.84        2.18344     
  2371.43        460473.        4577.38       0.203644E-004  0.289459E-006  0.370218E+007  0.181130E+007   8.99333        11.5603        6.29053        2708.69        34356.4        1254.21        2.18468     
  2398.98        460473.        4574.78       0.204075E-004  0.290051E-006  0.369779E+007  0.180623E+007   8.99054        11.5531        6.28351        2723.38        69382.4        1255.57        2.18592     
  2426.54        460473.        4572.17       0.204506E-004  0.290646E-006  0.369339E+007  0.180116E+007   8.98776        11.5458        6.27646        2737.91        104442.        1256.93        2.18717     
  2454.10        460473.        4569.56       0.204937E-004  0.291244E-006  0.368899E+007  0.179607E+007   8.98497        11.5385        6.26938        2752.29        139536.        1258.28        2.18842     
  2481.66        460473.        4566.94       0.205371E-004  0.291845E-006  0.368458E+007  0.179098E+007   8.98217        11.5312        6.26229        2766.52        174649.        1259.64        2.18967     
  2509.22        460473.        4564.32       0.205804E-004  0.292449E-006  0.368016E+007  0.178589E+007   8.97936        11.5238        6.25517        2780.60        209801.        1260.99        2.19093     
  2536.78        460473.        4561.69       0.206239E-004  0.293056E-006  0.367575E+007  0.178078E+007   8.97656        11.5165        6.24802        2794.54        244976.        1262.33        2.19219     
  2564.34        460473.        4559.06       0.206674E-004  0.293666E-006  0.367132E+007  0.177568E+007   8.97374        11.5091        6.24086        2808.35        280190.        1263.68        2.19346     
  2591.90        460473.        4556.43       0.207111E-004  0.294278E-006  0.366691E+007  0.177056E+007   8.97094        11.5017        6.23365        2822.02        315426.        1265.02        2.19472     
  2619.46        460473.        4553.78       0.207548E-004  0.294894E-006  0.366247E+007  0.176544E+007   8.96811        11.4943        6.22644        2835.56        350697.        1266.37        2.19600     
